title,short_description,full_description,price,images/0,images/1,url,images/2,images/3
"Metodyka pracy z dzieckiem trudnym i agresywnym z elementami muzykoterapii, bajkoterapii i geloterapii kurs online",Szkolenie ma na celu przedstawienie form oraz metod pracy z dzieckiem trudnym i agresywnym.,"Cel szkolenia:   Szkolenie ma na celu przedstawienie form oraz metod pracy z dzieckiem trudnym i agresywnym a także form pracy oraz ćwiczeń, gier i zabaw stosowanych w przypadku występowania u dzieci agresji. Szkolenie ukazuje techniki pracy z dziećmi nadpobudliwymi ruchowo i sprawiającymi trudności wychowawcze.
Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień terapeutycznych.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",119.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Praca-z-dzieckiem-trudnym-i-agresywnym-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Dziecko-agresywne-program-100x100.jpg,https://www.kursyzdalne.com/produkt/metodyka-pracy-z-dzieckiem-trudnym-kurs-online/,,
Metodyka pracy z dzieckiem z zaburzeniami uwagi kurs online,Szkolenie dostarcza wiedzy na temat specyfiki problemu zaburzeń uwagi u dzieci.,"Cel szkolenia:  jest przedstawienie specyfiki problemu zaburzeń uwagi u dzieci. Uczestnik pozna podstawy metodyczne przygotowujące do pracy i nauczania dzieci z zaburzeniami uwagi. Nauczy się jak rozpoznawać zespół zaburzeń uwagi oraz jak powinno przebiegać prawidłowe wychowanie i edukacja dzieci z zespołem zaburzeń uwagi.
Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień terapeutycznych.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",119.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Praca-z-dzieckiem-z-zaburzeniami-uwagi-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Zaburzenia-uwagi-program-100x100.jpg,https://www.kursyzdalne.com/produkt/metodyka-pracy-z-dzieckiem-z-zaburzeniami-uwagi-kurs-online/,,
Metodyka pracy z dziećmi chorymi i niepełnosprawnymi z elementami terapii kreatywnej kurs online,Szkolenie dostarcza wiedzy na temat pracy z dziećmi chorymi oraz niepełnosprawnymi.,"Cel szkolenia:   Szkolenie przeznaczone dla pedagogów i terapeutów. Ma na celu zaznajomienie uczestników z różnymi metodami pracy z dziećmi chorymi i niepełnosprawnymi z zastosowaniem terapii kreatywnej.
Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień terapeutycznych.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",119.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Praca-z-dziećmi-chorymi-i-niepełnosprawnymi-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Dziecko-niepełnosprawne-program-100x100.jpg,https://www.kursyzdalne.com/produkt/metodyka-pracy-z-dziecmi-chorym-kurs-online/,,
Metodyka pracy z osobami niepełnosprawnymi intelektualnie z komunikacją wspomagającą oraz elementami wczesnego wspomagania rozwoju i terapii ręki,Zdobycie podstawowej wiedzy z zakresu metodyki pracy z osobami z niepełnosprawnością intelektualną.,"Cel szkolenia:  zdobycie podstawowej wiedzy z zakresu metodyki pracy z osobami z niepełnosprawnością intelektualną. Przedstawiono alternatywne i wspomagające metody komunikacji z elementami wczesnego wspomagania rozwoju. Szkolenie wzbogacono o elementy terapii ręki.
Szkolenie o charakterze doskonalącym.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",269.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/10/Praca-z-niepełnosprawnymi-intelektualnie-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/10/Terapia-reki-program-724x1024-1-100x100.png,https://www.kursyzdalne.com/produkt/metodyka-pracy-z-osobami-niepelnosprawnymi-intelektualnie/,,
Metodyka prowadzenia zajęć indywidualnych i grupowych z podstawami adaptacji kurs online,Przedstawienie podstawowej wiedzy z zakresu tematyki funkcjonowania rodziny z małym dzieckiem.,"Cel szkolenia:   Przedstawienie podstawowej wiedzy z zakresu tematyki funkcjonowania rodziny z małym dzieckiem. W szkoleniu zawarto zasady i metody pracy z małym dzieckiem w wymiarze indywidualnym i grupowym. Szkolenie wzbogacono w informacje o zasadach prowadzenia zajęć adaptacyjnych dla dzieci w wieku 0-4 lat.
Dodatkowe informacje: Szkolenie o charakterze doskonalącym.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
 
",199.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/10/Metodyka-zajęć-indywidualnych-i-grupowych-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/10/Program-zajecia-indywidualne-724x1024-1-100x100.png,https://www.kursyzdalne.com/produkt/metodyka-prowadzenia-zajec/,,
Metodyka terapii zajęciowej z elementami socjoterapii i psychoterapii kurs online,Szkolenie dostarcza wiedzy związanej z kwestią organizacji zajęć terapeutycznych (uzupełnione o tematykę socjoterapii i psychoterapii).,"Cel szkolenia:   Celem kursu jest dostarczenie wiedzy na temat istoty terapii zajęciowej, kwestii związanych z organizacją zajęć terapeutycznych. Tematyka szkolenia obejmuje również podstawy teoretyczne  socjoterapii i psychoterapii, które można zastosować w procesie terapeutycznym. Kurs przeznaczony jest dla osób zainteresowanych poszerzeniem swojej wiedzy o zagadnienia związane z terapią zajęciową oraz jest przeznaczony dla osób chcących podnieść i uzupełnić swoje kwalifikacje zawodowe.
Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje  w tym w zakresie.  Nie nadaje uprawnień do bycia terapeutą zajęciowym, instruktorem terapii zajęciowej.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",149.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Terapia-zajęciowa-z-socjoterapią-i-psychoterapią-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Terapia-zajeciowa-program-100x100.png,https://www.kursyzdalne.com/produkt/metodyka-terapii-zajeciowej-kurs-online/,,
Metodyka zajęć korekcyjno – kompensacyjnych z elementami terapii pedagogicznej kurs online,Szkolenie dostarcza teoretycznych podstaw do pracy z młodzieżą ze specyficznymi trudnościami w uczeniu się – głównie z dysleksją.,"Cel szkolenia:   jest zdobycie wiedzy i umiejętności związanych z prowadzeniem zajęć korekcyjno-kompensacyjnych. Główny nacisk szkolenia koncentruje się na pracy terapeutycznej z dziećmi i młodzieżą ze specyficznymi trudnościami w uczeniu się – dysleksją. Tematyka szkolenia obejmuje również elementy terapii pedagogicznej.
Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje  w tym w zakresie. Zgodnie z § 11 rozporządzenia w sprawie organizacji pomocy psychologiczno-pedagogicznej zajęcia korekcyjno-kompensacyjne organizuje się dla uczniów z zaburzeniami i odchyleniami rozwojowymi lub specyficznymi trudnościami w uczeniu się. Kwalifikacje do prowadzenia tych zajęć posiadają np. nauczyciele posiadający przygotowanie w zakresie terapii pedagogicznej.  Nasze szkolenie ma charakter doskonalący – nie nadaje uprawnień, gdyż uprawnienia do prowadzenia tych zajęć nadawane są w toku studiów.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",129.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Zajęcia-korekcyjno-kompensacyjne-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Korekcyjna-program-100x100.png,https://www.kursyzdalne.com/produkt/metodyka-zajec-korekcyjno-kompensacyjnych-z-elementami-terapii-pedagogicznej-kurs-online/,,
Metodyka zajęć kreatywnych z elementami mnemotechnik kurs online,"Szkolenie ma na celu przedstawienie metodyki zajęć kreatywnych w pracy z dziećmi, młodzieżą i dorosłymi.","Cel szkolenia:  Szkolenie ma na celu przedstawienie metodyki zajęć kreatywnych w pracy z dziećmi, młodzieżą i dorosłymi. W szkoleniu zawarte są sposoby zapamiętywania oraz charakterystyka pamięci. Szkolenie wzbogacone zostało o temat mnemotechnik.
Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",129.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Zajęcia-kreatywne-z-mnemotechnikami-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Zajecia-kreatywne-100x100.jpg,https://www.kursyzdalne.com/produkt/metodyka-zajec-kreatywnych-z-elementami-mnemotechnik-kurs-online/,,
Podstawy dydaktyki ogólnej z elementami edukacji seksualnej kurs online,Szkolenie pozwala na zdobycie wiedzy dotyczącej nauczania. Uczestnik zdobędzie wiedzę oraz umiejętności związane z formułowaniem celów kształcenia.,"Cel szkolenia:   jest zdobycie wiedzy dotyczącej nauczania. Uczestnik zdobędzie wiedzę oraz umiejętności związane z formułowaniem celów kształcenia. Zdobędzie wiedzę o zasadach, metodach i modelach nauczania. Nabędzie umiejętności związane z zasadami prawidłowego doboru treści kształcenia.  Tematyka szkolenia obejmuje również elementy edukacji seksualnej do wykorzystania w praktyce dydaktycznej.
Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",129.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Dydaktyka-ogólna-z-edukacją-seksualną-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Dydaktyka-ogolna-100x100.jpg,https://www.kursyzdalne.com/produkt/podstawy-dydaktyki-ogolnej-z-elementami-edukacji-seksualnej-kurs-online/,,
Podstawy kreatywnego nauczania z elementami edukacji medialnej kurs online,Szkolenie ma na celu przedstawienie nowoczesnego podejścia metodycznego do nauczania.,"Cel szkolenia:  Szkolenie ma na celu przedstawienie nowoczesnego podejścia metodycznego do nauczania i wychowania oraz jego podstaw kreatywnych a także przedstawić sposoby wykorzystania edukacji medialnej w szkole.
Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",99.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Kreatywne-nauczanie-z-edukacją-medialną-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Kreatywne-nauczanie-program-100x100.jpg,https://www.kursyzdalne.com/produkt/podstawy-kreatywnego-nauczania-z-elementami-edukacji-medialnej-kurs-online/,,
Podstawy tutoringu szkolnego z elementami coachingu kurs online,Szkolenie umożliwia zapoznanie się z tematem tutoringu szkolnego i jego założeń teoretycznych i metodycznych.,"Cel szkolenia:   jest zapoznanie się z tematem tutoringu szkolnego i jego założeń teoretycznych i metodycznych. Wprowadzenie do coachingu, poznanie metod oraz korzyści płynących z coachingu. Poznanie metodyki coachingu oraz tutoringu wraz z kluczowymi umiejętnościami tutora-coacha.
Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień terapeutycznych.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",199.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Tutoring-szkolny-z-coachingiem-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Tutoring-kurs-online-100x100.jpg,https://www.kursyzdalne.com/produkt/podstawy-tutoringu-szkolnego-z-elementami-coachingu-kurs-online/,,
Podstawy zarządzania w działalności opiekuńczo-wychowawczej kurs online,Szkolenie ma na celu przedstawienie zagadnień związanych z podstawami zarządzania w działalności opiekuńczo-wychowawczej. ,"Cel szkolenia:   jest  przedstawienie zagadnień związanych z podstawami zarządzania w działalności opiekuńczo-wychowawczej. Uczestnik szkolenia zapozna się z teorią organizacji i zarządzania. Pozna specyficzne problemy zarządzania placówkami oświaty, wychowania i opieki oraz prawne podstawy zarządzania placówkami oświaty, wychowania i opieki.
Dodatkowe informacje: Kurs ma  charakter doskonalący  i pogłębiający kompetencje w tym w zakresie. Informacja dla nauczycieli: nie jest to również specjalność w zakresie zarządzania oświatą, którą można zrealizować w toku studiów lub studiów podyplomowych.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",149.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Zarządzanie-opiekuńczo-wychowawcze-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Zarzadzanie-program-100x100.jpg,https://www.kursyzdalne.com/produkt/podstawy-zarzadzania-w-dzialalnosci-opiekunczo-wychowawczej-kurs-online/,,
Praca z trudną młodzieżą z elementami zintegrowanej profilaktyki uzależnień i społecznych zachowań ryzykownych kurs online,Nabycie przez uczestników umiejętności skutecznej pracy z młodzieżą sprawiającą problemy wychowawcze.,"Cel szkolenia:  jest nabycie przez uczestników umiejętności skutecznej pracy z młodzieżą sprawiającą problemy wychowawcze oraz nabycie umiejętności rozwiązywania pojawiających się problemów. Uczestnik szkolenia zdobędzie wiedzę w zakresie: niedostosowania społecznego,  profilaktyki zachowań suicydalnych oraz psychoprofilaktyki uzależnień od alkoholu.
Dodatkowe informacje: Szkolenie ma charakter doskonalący. Nie nadaje uprawnień terapeutycznych.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",179.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Praca-z-trudną-młodzieżą-z-profilaktyką-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Trudna-mlodziez-program-100x100.png,https://www.kursyzdalne.com/produkt/praca-z-trudna-mlodzieza-kurs-online/,,
Psychologiczno-pedagogiczne podstawy kształcenia kurs online,Szkolenie ma na celu przedstawienie psychologiczno-pedagogicznych podstaw kształcenia. ,"Cel szkolenia:   Szkolenie ma na celu przedstawienie psychologiczno-pedagogicznych podstaw kształcenia. W szkoleniu omówiono specyficzne trudności w nauce, charakterystykę pracy z uczniem trudnym, niedostosowanym społecznie oraz kształcenie uczniów ze specjalnymi potrzebami edukacyjnymi. W szkoleniu zawarto także podstawy wiedzy o chorobach przewlekłych wraz z ich typologią i klasyfikacją.
Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",249.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/10/Kształcenie-psychologiczno-pedagogiczne--100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/10/Program-podstawy-ksztalcenia-724x1024-1-100x100.png,https://www.kursyzdalne.com/produkt/psychologiczno-pedagogiczne-podstawy-ksztalcenia-kurs-online/,,
Rewalidacja dziecka ze spektrum autyzmu z elementami neurologii dziecięcej kurs online,"Szkolenie ma na celu przedstawienie podstaw rewalidacji, zagadnień terapii pedagogicznej, form pomocy terapeutycznej, arteterapii oraz muzykoterapii.","Cel szkolenia:  Szkolenie ma na celu przedstawienie podstaw rewalidacji, zagadnień terapii pedagogicznej, form pomocy terapeutycznej, arteterapii oraz muzykoterapii. W szkoleniu zawarto podstawy rewalidacji dzieci ze spektrum autyzmu wraz z elementami terapii logopedycznej oraz konspektem zajęć indywidualnej terapii, wczesnego wspomagania dzieci z autyzmem. Szkolenie wzbogacono o elementy neurologii dziecięcej.
Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień do bycia terapeutą behawioralnym pracującym z osobami z zaburzeniami neurorozwojowymi.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",249.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/10/Rewalidacja-dziecka-z-autyzmem-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/10/rewalidajca-dzieci-w-autyzmie-program-724x1024-1-100x100.png,https://www.kursyzdalne.com/produkt/rewalidacja-dziecka-ze-spektrum-autyzmu/,,
Trening umiejętności społecznych z metodyką pracy opiekuńczo-wychowawczej kurs online,Szkolenie ma dostarczyć podstawowej wiedzy związanej z treningiem umiejętności społecznych.,"Cel szkolenia:   przedstawienie wiedzy dotyczącej podstaw treningu umiejętności społecznych, w tym zagadnień związanych z kompetencjami społecznymi, komunikacją interpersonalną, wskazówkami jak pokonać nieśmiałość oraz tego, jak wyglądają przykładowe programy zajęć treningu umiejętności społecznych. Szkolenie wzbogacone zostało także o zagadnienia metodyki pracy opiekuńczo-wychowawczej z zagadnieniami pedagogiki opiekuńczo-wychowawczej, metody pracy, metody diagnozy, planowanie i konspekt zajęć opiekuńczo-wychowawczych.
Dodatkowe informacje: Szkolenie ma charakter doskonalący.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",249.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Trening-umiejętności-społecznych-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Trening-spoleczny-program-100x100.jpg,https://www.kursyzdalne.com/produkt/trening-umiejetnosci-spolecznych-kurs-online/,,
e-Wykłady psychologiczno-pedagogiczne,"Cykl tematów z zakresu psychologii, pedagogiki, zdrowia.","Cel szkolenia:   zdobycie wiedzy i umiejętności z zakresu środków psychoaktywnych, rozwoju uzależnień, znaczenia kryzysów w życiu i radzenia sobie ze stresem, przemocy w rodzinie, niepełnosprawności intelektualnej i zaburzeń neurorozwojowych czy podstaw seksualności.
Dodatkowe informacje: Szkolenie o charakterze doskonalącym.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie otrzymujesz materiał w formie PDF.
",299.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/12/E-wyklady-psychologiczno-pedagogiczne-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/12/Cykl-wykladow-o-tematyce-psychologiczno-pedagogicznej-i-zdrowotnej-program-100x100.jpg,https://www.kursyzdalne.com/produkt/e-wyklady-psychologiczno-pedagogiczne/,,
